tickerA,tickerB,sector,entryDate,peakDate,exitDate,peakZ,exitZ,spreadMove,dollarPnl,cost,netPnl,holdDays
RIO,SCCO,MINING,2026-02-04,2026-02-04,2026-02-06,1.934,0.4267,0.04355117,43.55,8,35.55,2
SLB,FANG,ENERGY,2025-07-18,2025-07-18,2025-07-23,-1.7561,-0.2996,0.04351841,43.52,8,35.52,3
UNG,SLV,COMMODITY,2025-09-19,2025-09-22,2025-10-01,-2.9633,-0.4971,0.04351952,43.52,8,35.52,8
NXPI,ADI,SEMIS,2025-11-11,2025-11-12,2025-12-03,-3.0264,-0.2504,0.04351196,43.51,8,35.51,15
NXPI,ADI,SEMIS,2025-10-16,2025-10-17,2025-10-24,-2.3923,-0.0012,0.04350137,43.5,8,35.5,6
GOLD,CLF,MINING,2025-10-07,2025-10-07,2025-10-15,-1.6675,-0.2294,0.04349639,43.5,8,35.5,6
BHP,CLF,MINING,2025-10-20,2025-10-20,2025-10-22,-2.209,0.3389,0.04349883,43.5,8,35.5,2
CRWD,DDOG,TECH,2025-10-14,2025-10-14,2025-10-20,-1.5167,0.4549,0.04348953,43.49,8,35.49,4
MS,C,US_BANKS,2025-12-15,2025-12-15,2026-01-08,-2.6323,-0.499,0.04344131,43.44,8,35.44,16
NVDA,ADI,SEMIS,2025-09-22,2025-09-22,2025-09-24,2.1501,0.2714,0.04342519,43.43,8,35.43,2
PWR,XEL,INFRA,2025-07-25,2025-07-25,2025-07-31,2.6951,0.0736,0.04343269,43.43,8,35.43,4
INSW,NAT,SHIPPING,2026-04-06,2026-04-06,2026-04-08,-1.6146,-0.2452,0.043382,43.38,8,35.38,2
CRM,ORCL,TECH,2026-03-24,2026-03-24,2026-03-30,-2.1634,0.2528,0.04336959,43.37,8,35.37,4
MRVL,ADI,SEMIS,2025-12-12,2025-12-12,2025-12-23,-1.8585,-0.3315,0.04335965,43.36,8,35.36,7
LMT,RTX,DEFENSE,2025-05-13,2025-05-14,2025-05-20,-2.9412,-0.3775,0.04335087,43.35,8,35.35,5
QCOM,LRCX,SEMIS,2025-08-04,2025-08-04,2025-08-19,-1.8896,0.257,0.0433457,43.35,8,35.35,11
LDOS,TDG,DEFENSE,2025-11-04,2025-11-04,2025-11-12,2.2816,0.1306,0.04333733,43.34,8,35.34,6
ZS,WDAY,TECH,2025-09-12,2025-09-15,2025-09-17,2.0212,-0.1074,0.04333499,43.33,8,35.33,3
RTX,TDG,DEFENSE,2026-01-07,2026-01-07,2026-01-12,-1.6827,-0.194,0.0433199,43.32,8,35.32,3
NVDA,AVGO,SEMIS,2026-02-23,2026-02-24,2026-03-02,2.0686,0.0527,0.04332345,43.32,8,35.32,5
PANW,CRWD,TECH,2026-02-02,2026-02-03,2026-03-03,-2.7179,0.0777,0.04329985,43.3,8,35.3,20
PANW,NOW,TECH,2026-03-17,2026-03-18,2026-03-25,1.6445,-0.04,0.04329631,43.3,8,35.3,6
DVN,VLO,ENERGY,2025-07-11,2025-07-11,2025-07-22,-1.8638,-0.4009,0.04327943,43.28,8,35.28,7
INTC,SWKS,SEMIS,2025-05-13,2025-05-13,2025-05-15,1.5955,0.0422,0.0432754,43.28,8,35.28,2
DHT,NAT,SHIPPING,2025-08-18,2025-08-19,2025-08-21,-2.6419,-0.1941,0.04323966,43.24,8,35.24,3
COP,OXY,ENERGY,2026-02-13,2026-02-13,2026-03-02,1.8515,0.1922,0.04320369,43.2,8,35.2,10
SNOW,PLTR,TECH,2026-01-13,2026-01-14,2026-01-27,-2.445,-0.2361,0.04320315,43.2,8,35.2,9
DVN,FANG,ENERGY,2026-03-02,2026-03-04,2026-03-11,-1.7839,0.3562,0.04319389,43.19,8,35.19,7
FRO,NAT,SHIPPING,2025-11-24,2025-11-26,2025-12-09,-2.9911,-0.1611,0.04318241,43.18,8,35.18,10
RIO,AA,MINING,2025-10-28,2025-10-29,2025-11-04,2.225,-0.3836,0.04317478,43.17,8,35.17,5
ESLT,HWM,DEFENSE,2025-10-21,2025-10-21,2025-11-12,-2.3862,-0.2753,0.04314494,43.14,8,35.14,16
BKR,EOG,ENERGY,2025-07-24,2025-07-24,2025-08-07,2.9733,0.4359,0.0431305,43.13,8,35.13,10
FTNT,NET,TECH,2025-09-10,2025-09-10,2025-09-17,-1.6633,0.0272,0.04313041,43.13,8,35.13,5
TECK,CLF,MINING,2026-01-26,2026-01-27,2026-02-05,2.4454,0.1604,0.04311226,43.11,8,35.11,8
MDB,NOW,TECH,2025-11-03,2025-11-03,2025-11-13,2.5967,0.3726,0.04307014,43.07,8,35.07,8
PSX,OXY,ENERGY,2025-09-24,2025-09-25,2025-10-01,2.9741,-0.3002,0.04306032,43.06,8,35.06,5
INTC,KLAC,SEMIS,2025-07-08,2025-07-08,2025-07-15,1.658,-0.0816,0.043064,43.06,8,35.06,5
NET,DDOG,TECH,2026-01-21,2026-01-21,2026-02-02,-3.6612,-0.3786,0.0430528,43.05,8,35.05,8
BHP,AA,MINING,2026-03-11,2026-03-13,2026-03-25,-2.162,-0.3507,0.04305462,43.05,8,35.05,10
AA,CLF,MINING,2025-09-24,2025-09-24,2025-09-30,-1.6875,0.3594,0.04300963,43.01,8,35.01,4
APTV,BWA,AUTOS,2026-02-11,2026-02-11,2026-03-04,-3.8775,-0.1583,0.0429709,42.97,8,34.97,14
DDOG,WDAY,TECH,2025-09-09,2025-09-10,2025-09-18,1.8664,-0.1889,0.04296016,42.96,8,34.96,7
DVN,MPC,ENERGY,2025-06-11,2025-06-13,2025-06-17,1.729,0.0152,0.04290446,42.9,8,34.9,4
ZS,SNOW,TECH,2025-09-02,2025-09-03,2025-09-08,-2.0839,0.4466,0.04288323,42.88,8,34.88,4
F,STLA,AUTOS,2025-06-20,2025-06-23,2025-06-25,2.3477,0.3312,0.04287965,42.88,8,34.88,3
F,TM,AUTOS,2025-06-02,2025-06-02,2025-06-06,-1.8621,-0.3382,0.04282576,42.83,8,34.83,4
FANG,VLO,ENERGY,2025-07-29,2025-07-30,2025-08-11,2.3604,0.2273,0.04280637,42.81,8,34.81,9
BAC,SCHW,US_BANKS,2025-08-22,2025-08-22,2025-09-30,2.0933,0.0119,0.04280598,42.81,8,34.81,26
HAL,FANG,ENERGY,2025-09-23,2025-09-23,2025-10-03,2.1135,-0.3348,0.04279888,42.8,8,34.8,8
QCOM,KLAC,SEMIS,2025-10-17,2025-10-20,2025-10-22,-1.7766,-0.032,0.04279499,42.79,8,34.79,3
PANW,ORCL,TECH,2026-01-07,2026-01-07,2026-01-09,1.5549,-0.3672,0.04279462,42.79,8,34.79,2
FCX,VALE,MINING,2025-07-22,2025-07-23,2025-07-25,-2.3972,-0.2418,0.04272641,42.73,8,34.73,3
RTX,BWXT,DEFENSE,2025-08-05,2025-08-05,2025-08-20,-3.1474,0.1885,0.04271275,42.71,8,34.71,11
COP,MPC,ENERGY,2026-03-11,2026-03-11,2026-03-13,-1.8569,0.2253,0.04270814,42.71,8,34.71,2
PSX,OXY,ENERGY,2025-12-10,2025-12-10,2025-12-16,2.5516,-0.1013,0.0426649,42.66,8,34.66,4
COP,VLO,ENERGY,2026-03-11,2026-03-11,2026-03-13,-2.2022,-0.1398,0.04264868,42.65,8,34.65,2
FCX,RIO,MINING,2026-03-31,2026-03-31,2026-04-09,-2.6966,-0.3769,0.04264136,42.64,8,34.64,6
AES,ES,INFRA,2025-09-19,2025-09-23,2025-10-02,-2.3026,-0.0699,0.04262247,42.62,8,34.62,9
PANW,CRM,TECH,2025-07-10,2025-07-11,2025-07-17,-2.4693,0.0694,0.04261497,42.61,8,34.61,5
